,RunId,iteration,Step,width,height,density,biomass,variation,Fine,On Fire,Burned Out,Partially Burnt,Alived
0,1,0,38,100,100,0.65,5,1,6,0,6279,192,198
1,7,1,37,100,100,0.65,5,1,11,0,6335,212,223
2,3,0,38,100,100,0.65,5,3,12,0,5946,481,493
3,6,1,40,100,100,0.65,5,0,8,0,6420,52,60
4,0,0,37,100,100,0.65,5,0,4,0,6324,50,54
5,4,0,39,100,100,0.65,5,4,30,0,5837,626,656
6,2,0,40,100,100,0.65,5,2,5,0,5971,412,417
7,5,0,42,100,100,0.65,5,5,1,0,5740,704,705
8,8,1,38,100,100,0.65,5,2,4,0,6126,368,372
9,9,1,39,100,100,0.65,5,3,15,0,6020,499,514
10,11,1,43,100,100,0.65,5,5,3,0,5774,704,707
11,10,1,42,100,100,0.65,5,4,3,0,5895,620,623
12,13,2,38,100,100,0.65,5,1,2,0,6336,196,198
13,12,2,37,100,100,0.65,5,0,1,0,6522,49,50
14,15,2,39,100,100,0.65,5,3,7,0,6044,523,530
15,14,2,40,100,100,0.65,5,2,5,0,6097,394,399
16,17,2,42,100,100,0.65,5,5,4,0,5745,701,705
17,16,2,41,100,100,0.65,5,4,11,0,5840,653,664
18,19,3,39,100,100,0.65,5,1,5,0,6262,197,202
19,18,3,41,100,100,0.65,5,0,9,0,6472,47,56
20,20,3,40,100,100,0.65,5,2,4,0,6094,376,380
21,21,3,42,100,100,0.65,5,3,2,0,5933,536,538
22,22,3,43,100,100,0.65,5,4,0,0,5926,597,597
23,23,3,43,100,100,0.65,5,5,7,0,5780,687,694
24,24,4,40,100,100,0.65,5,0,4,0,6443,48,52
25,25,4,39,100,100,0.65,5,1,5,0,6274,199,204
26,27,4,40,100,100,0.65,5,3,8,0,5944,551,559
27,26,4,39,100,100,0.65,5,2,5,0,6114,377,382
28,28,4,40,100,100,0.65,5,4,13,0,5881,623,636
29,30,5,39,100,100,0.65,5,0,6,0,6495,44,50
30,29,4,42,100,100,0.65,5,5,11,0,5768,691,702
31,31,5,38,100,100,0.65,5,1,1,0,6308,205,206
32,32,5,37,100,100,0.65,5,2,9,0,6200,342,351
33,33,5,39,100,100,0.65,5,3,6,0,6054,527,533
34,34,5,40,100,100,0.65,5,4,15,0,5882,624,639
35,35,5,41,100,100,0.65,5,5,1,0,5772,720,721
36,36,6,40,100,100,0.65,5,0,2,0,6499,38,40
37,38,6,38,100,100,0.65,5,2,4,0,6074,391,395
38,37,6,39,100,100,0.65,5,1,10,0,6329,189,199
39,39,6,40,100,100,0.65,5,3,0,0,6014,525,525
40,40,6,42,100,100,0.65,5,4,4,0,5853,625,629
41,42,7,38,100,100,0.65,5,0,3,0,6507,53,56
42,43,7,40,100,100,0.65,5,1,17,0,6206,216,233
43,41,6,41,100,100,0.65,5,5,1,0,5806,742,743
44,44,7,42,100,100,0.65,5,2,10,0,5996,395,405
45,45,7,39,100,100,0.65,5,3,4,0,5884,565,569
46,47,7,42,100,100,0.65,5,5,7,0,5689,762,769
47,46,7,42,100,100,0.65,5,4,6,0,5879,661,667
48,49,8,38,100,100,0.65,5,1,5,0,6261,210,215
49,48,8,38,100,100,0.65,5,0,16,0,6438,46,62
50,50,8,39,100,100,0.65,5,2,4,0,6097,397,401
51,51,8,41,100,100,0.65,5,3,0,0,5996,528,528
52,52,8,40,100,100,0.65,5,4,4,0,5919,639,643
53,54,9,37,100,100,0.65,5,0,9,0,6442,48,57
54,53,8,43,100,100,0.65,5,5,10,0,5740,665,675
55,55,9,41,100,100,0.65,5,1,2,0,6246,200,202
56,57,9,39,100,100,0.65,5,3,7,0,5991,493,500
57,56,9,40,100,100,0.65,5,2,1,0,6157,389,390
58,58,9,40,100,100,0.65,5,4,2,0,5870,667,669
59,59,9,41,100,100,0.65,5,5,5,0,5860,708,713
60,61,10,40,100,100,0.65,5,1,18,0,6287,185,203
61,60,10,38,100,100,0.65,5,0,4,0,6521,45,49
62,62,10,38,100,100,0.65,5,2,1,0,6148,366,367
63,63,10,39,100,100,0.65,5,3,1,0,5928,551,552
64,66,11,38,100,100,0.65,5,0,5,0,6481,37,42
65,65,10,42,100,100,0.65,5,5,3,0,5820,723,726
66,64,10,42,100,100,0.65,5,4,2,0,5873,634,636
67,67,11,38,100,100,0.65,5,1,12,0,6267,208,220
68,68,11,38,100,100,0.65,5,2,6,0,6116,367,373
69,69,11,41,100,100,0.65,5,3,7,0,5920,528,535
70,70,11,41,100,100,0.65,5,4,7,0,5911,610,617
71,71,11,42,100,100,0.65,5,5,8,0,5726,747,755
72,72,12,38,100,100,0.65,5,0,0,0,6364,53,53
73,74,12,38,100,100,0.65,5,2,2,0,6136,405,407
74,73,12,39,100,100,0.65,5,1,9,0,6222,207,216
75,75,12,40,100,100,0.65,5,3,2,0,5984,527,529
76,78,13,37,100,100,0.65,5,0,7,0,6428,49,56
77,76,12,41,100,100,0.65,5,4,6,0,5874,625,631
78,77,12,42,100,100,0.65,5,5,5,0,5755,755,760
79,80,13,38,100,100,0.65,5,2,2,0,6063,394,396
80,79,13,38,100,100,0.65,5,1,3,0,6344,191,194
81,81,13,39,100,100,0.65,5,3,6,0,6048,503,509
82,82,13,41,100,100,0.65,5,4,1,0,5852,640,641
83,83,13,40,100,100,0.65,5,5,5,0,5824,727,732
84,84,14,36,100,100,0.65,5,0,10,0,6477,30,40
85,87,14,41,100,100,0.65,5,3,8,0,5984,527,535
86,85,14,38,100,100,0.65,5,1,6,0,6264,181,187
87,90,15,38,100,100,0.65,5,0,3,0,6451,45,48
88,91,15,36,100,100,0.65,5,1,3,0,6244,195,198
89,89,14,41,100,100,0.65,5,5,1,0,5792,706,707
90,86,14,39,100,100,0.65,5,2,5,0,6234,365,370
91,88,14,41,100,100,0.65,5,4,10,0,5826,657,667
92,93,15,40,100,100,0.65,5,3,3,0,5949,523,526
93,95,15,41,100,100,0.65,5,5,8,0,5825,736,744
94,97,16,38,100,100,0.65,5,1,9,0,6227,213,222
95,96,16,38,100,100,0.65,5,0,1,0,6453,49,50
96,92,15,39,100,100,0.65,5,2,2,0,6099,396,398
97,94,15,42,100,100,0.65,5,4,5,0,5857,637,642
98,98,16,39,100,100,0.65,5,2,8,0,6057,381,389
99,99,16,42,100,100,0.65,5,3,6,0,6018,525,531
100,100,16,41,100,100,0.65,5,4,0,0,5773,653,653
101,104,17,37,100,100,0.65,5,2,17,0,6119,365,382
102,102,17,39,100,100,0.65,5,0,7,0,6344,40,47
103,101,16,41,100,100,0.65,5,5,2,0,5829,681,683
104,103,17,39,100,100,0.65,5,1,8,0,6345,200,208
105,105,17,38,100,100,0.65,5,3,3,0,5980,530,533
106,106,17,41,100,100,0.65,5,4,5,0,5926,576,581
107,107,17,42,100,100,0.65,5,5,3,0,5780,757,760
108,108,18,39,100,100,0.65,5,0,5,0,6484,28,33
109,109,18,38,100,100,0.65,5,1,4,0,6373,197,201
110,110,18,38,100,100,0.65,5,2,7,0,6251,357,364
111,111,18,41,100,100,0.65,5,3,7,0,5864,530,537
112,112,18,39,100,100,0.65,5,4,4,0,5907,618,622
113,114,19,38,100,100,0.65,5,0,4,0,6367,45,49
114,113,18,43,100,100,0.65,5,5,5,0,5745,719,724
115,115,19,40,100,100,0.65,5,1,1,0,6255,222,223
116,116,19,38,100,100,0.65,5,2,2,0,6172,386,388
117,117,19,40,100,100,0.65,5,3,9,0,5949,488,497
118,118,19,41,100,100,0.65,5,4,1,0,5909,610,611
119,119,19,42,100,100,0.65,5,5,9,0,5764,725,734
120,120,20,38,100,100,0.65,5,0,6,0,6466,44,50
121,122,20,36,100,100,0.65,5,2,3,0,6186,362,365
122,121,20,37,100,100,0.65,5,1,1,0,6299,193,194
123,123,20,41,100,100,0.65,5,3,6,0,5895,536,542
124,124,20,43,100,100,0.65,5,4,2,0,5788,666,668
125,126,21,38,100,100,0.65,5,0,2,0,6455,38,40
126,125,20,42,100,100,0.65,5,5,9,0,5742,713,722
127,127,21,40,100,100,0.65,5,1,1,0,6384,212,213
128,128,21,40,100,100,0.65,5,2,9,0,6103,373,382
129,129,21,41,100,100,0.65,5,3,3,0,5982,523,526
130,130,21,42,100,100,0.65,5,4,2,0,5779,639,641
131,131,21,41,100,100,0.65,5,5,5,0,5736,758,763
132,132,22,37,100,100,0.65,5,0,2,0,6534,50,52
133,133,22,41,100,100,0.65,5,1,6,0,6239,216,222
134,134,22,40,100,100,0.65,5,2,1,0,6234,363,364
135,135,22,38,100,100,0.65,5,3,8,0,6022,530,538
136,136,22,40,100,100,0.65,5,4,2,0,5809,642,644
137,138,23,38,100,100,0.65,5,0,3,0,6452,46,49
138,137,22,43,100,100,0.65,5,5,2,0,5794,684,686
139,139,23,39,100,100,0.65,5,1,5,0,6201,217,222
140,140,23,40,100,100,0.65,5,2,3,0,6078,393,396
141,141,23,37,100,100,0.65,5,3,6,0,5923,535,541
142,142,23,41,100,100,0.65,5,4,5,0,5905,650,655
143,143,23,41,100,100,0.65,5,5,6,0,5770,743,749
144,144,24,38,100,100,0.65,5,0,4,0,6473,48,52
145,145,24,41,100,100,0.65,5,1,3,0,6331,188,191
146,146,24,40,100,100,0.65,5,2,11,0,6112,381,392
147,147,24,41,100,100,0.65,5,3,6,0,6080,487,493
148,148,24,41,100,100,0.65,5,4,1,0,5927,588,589
149,149,24,40,100,100,0.65,5,5,1,0,5855,667,668
150,150,25,39,100,100,0.65,5,0,5,0,6373,60,65
151,151,25,37,100,100,0.65,5,1,7,0,6320,191,198
152,152,25,40,100,100,0.65,5,2,8,0,6106,387,395
153,153,25,39,100,100,0.65,5,3,0,0,6018,505,505
154,154,25,41,100,100,0.65,5,4,3,0,5832,651,654
155,155,25,41,100,100,0.65,5,5,5,0,5866,659,664
156,156,26,37,100,100,0.65,5,0,2,0,6471,51,53
157,157,26,38,100,100,0.65,5,1,4,0,6349,188,192
158,159,26,38,100,100,0.65,5,3,4,0,5958,531,535
159,158,26,39,100,100,0.65,5,2,6,0,6108,362,368
160,160,26,43,100,100,0.65,5,4,1,0,5891,636,637
161,161,26,42,100,100,0.65,5,5,7,0,5723,718,725
162,162,27,38,100,100,0.65,5,0,3,0,6452,41,44
163,163,27,42,100,100,0.65,5,1,10,0,6215,212,222
164,165,27,40,100,100,0.65,5,3,2,0,5969,510,512
165,164,27,42,100,100,0.65,5,2,5,0,6125,407,412
166,167,27,39,100,100,0.65,5,5,10,0,5742,770,780
167,166,27,42,100,100,0.65,5,4,3,0,5887,600,603
168,168,28,40,100,100,0.65,5,0,10,0,6459,49,59
169,169,28,38,100,100,0.65,5,1,2,0,6310,183,185
170,170,28,39,100,100,0.65,5,2,3,0,6078,400,403
171,171,28,42,100,100,0.65,5,3,7,0,5889,547,554
172,172,28,41,100,100,0.65,5,4,6,0,5826,631,637
173,175,29,40,100,100,0.65,5,1,10,0,6327,207,217
174,174,29,40,100,100,0.65,5,0,2,0,6460,33,35
175,173,28,43,100,100,0.65,5,5,6,0,5876,703,709
176,176,29,39,100,100,0.65,5,2,11,0,5983,385,396
177,177,29,41,100,100,0.65,5,3,1,0,6102,471,472
178,178,29,42,100,100,0.65,5,4,4,0,5937,602,606
179,180,30,36,100,100,0.65,5,0,3,0,6372,49,52
180,179,29,40,100,100,0.65,5,5,3,0,5811,703,706
181,182,30,38,100,100,0.65,5,2,4,0,6214,397,401
182,181,30,39,100,100,0.65,5,1,4,0,6348,211,215
183,183,30,40,100,100,0.65,5,3,7,0,5990,511,518
184,184,30,42,100,100,0.65,5,4,4,0,5772,643,647
185,185,30,44,100,100,0.65,5,5,12,0,5726,721,733
186,187,31,39,100,100,0.65,5,1,4,0,6316,189,193
187,186,31,38,100,100,0.65,5,0,5,0,6411,49,54
188,189,31,40,100,100,0.65,5,3,4,0,5975,535,539
189,190,31,41,100,100,0.65,5,4,1,0,5809,667,668
190,191,31,41,100,100,0.65,5,5,5,0,5830,685,690
191,188,31,40,100,100,0.65,5,2,9,0,6104,378,387
192,193,32,39,100,100,0.65,5,1,6,0,6200,209,215
193,192,32,38,100,100,0.65,5,0,7,0,6522,45,52
194,196,32,40,100,100,0.65,5,4,5,0,5870,649,654
195,198,33,38,100,100,0.65,5,0,8,0,6344,59,67
196,197,32,42,100,100,0.65,5,5,9,0,5802,732,741
197,194,32,38,100,100,0.65,5,2,6,0,6148,378,384
198,195,32,39,100,100,0.65,5,3,2,0,6013,536,538
199,199,33,39,100,100,0.65,5,1,1,0,6261,205,206
200,201,33,41,100,100,0.65,5,3,2,0,5931,538,540
201,205,34,40,100,100,0.65,5,1,5,0,6240,207,212
202,206,34,39,100,100,0.65,5,2,8,0,6090,366,374
203,200,33,41,100,100,0.65,5,2,8,0,6115,385,393
204,204,34,37,100,100,0.65,5,0,3,0,6368,56,59
205,202,33,43,100,100,0.65,5,4,8,0,5825,631,639
206,203,33,44,100,100,0.65,5,5,1,0,5773,726,727
207,207,34,41,100,100,0.65,5,3,8,0,5985,529,537
208,208,34,40,100,100,0.65,5,4,13,0,5860,653,666
209,210,35,39,100,100,0.65,5,0,1,0,6461,44,45
210,209,34,39,100,100,0.65,5,5,2,0,5846,710,712
211,211,35,37,100,100,0.65,5,1,17,0,6295,186,203
212,212,35,39,100,100,0.65,5,2,8,0,5973,410,418
213,213,35,40,100,100,0.65,5,3,3,0,5945,527,530
214,214,35,40,100,100,0.65,5,4,6,0,5818,643,649
215,215,35,43,100,100,0.65,5,5,2,0,5790,709,711
216,217,36,38,100,100,0.65,5,1,6,0,6352,178,184
217,216,36,38,100,100,0.65,5,0,4,0,6365,64,68
218,220,36,40,100,100,0.65,5,4,4,0,5854,671,675
219,219,36,39,100,100,0.65,5,3,4,0,6006,500,504
220,218,36,38,100,100,0.65,5,2,4,0,6132,399,403
221,221,36,40,100,100,0.65,5,5,2,0,5797,734,736
222,222,37,38,100,100,0.65,5,0,12,0,6436,33,45
223,223,37,38,100,100,0.65,5,1,4,0,6294,221,225
224,224,37,42,100,100,0.65,5,2,3,0,6009,368,371
225,226,37,40,100,100,0.65,5,4,8,0,5885,656,664
226,225,37,39,100,100,0.65,5,3,3,0,6117,482,485
227,229,38,37,100,100,0.65,5,1,5,0,6323,200,205
228,230,38,40,100,100,0.65,5,2,2,0,6155,352,354
229,227,37,38,100,100,0.65,5,5,5,0,5877,703,708
230,228,38,37,100,100,0.65,5,0,3,0,6414,40,43
231,231,38,39,100,100,0.65,5,3,8,0,5901,531,539
232,232,38,40,100,100,0.65,5,4,15,0,5808,643,658
233,233,38,42,100,100,0.65,5,5,9,0,5785,720,729
234,234,39,37,100,100,0.65,5,0,8,0,6490,43,51
235,236,39,38,100,100,0.65,5,2,5,0,6154,343,348
236,235,39,39,100,100,0.65,5,1,1,0,6336,202,203
237,237,39,40,100,100,0.65,5,3,5,0,6003,516,521
238,238,39,40,100,100,0.65,5,4,11,0,5826,678,689
239,239,39,42,100,100,0.65,5,5,6,0,5799,728,734
240,240,40,36,100,100,0.65,5,0,11,0,6493,39,50
241,242,40,39,100,100,0.65,5,2,3,0,6173,388,391
242,243,40,40,100,100,0.65,5,3,13,0,5999,481,494
243,244,40,39,100,100,0.65,5,4,6,0,5872,671,677
244,241,40,39,100,100,0.65,5,1,4,0,6289,202,206
245,245,40,41,100,100,0.65,5,5,3,0,5781,757,760
246,246,41,38,100,100,0.65,5,0,6,0,6421,33,39
247,247,41,39,100,100,0.65,5,1,1,0,6364,187,188
248,248,41,39,100,100,0.65,5,2,2,0,6085,403,405
249,249,41,39,100,100,0.65,5,3,1,0,6079,499,500
250,251,41,41,100,100,0.65,5,5,9,0,5836,700,709
251,250,41,42,100,100,0.65,5,4,4,0,5926,640,644
252,252,42,38,100,100,0.65,5,0,7,0,6415,49,56
253,253,42,38,100,100,0.65,5,1,9,0,6253,214,223
254,254,42,40,100,100,0.65,5,2,8,0,6069,370,378
255,255,42,39,100,100,0.65,5,3,9,0,5896,534,543
256,256,42,40,100,100,0.65,5,4,5,0,5792,644,649
257,258,43,38,100,100,0.65,5,0,15,0,6470,55,70
258,257,42,42,100,100,0.65,5,5,5,0,5756,716,721
259,259,43,40,100,100,0.65,5,1,2,0,6273,213,215
260,260,43,38,100,100,0.65,5,2,13,0,6125,400,413
261,261,43,43,100,100,0.65,5,3,4,0,5900,552,556
262,262,43,40,100,100,0.65,5,4,2,0,6042,584,586
263,264,44,37,100,100,0.65,5,0,10,0,6468,40,50
264,263,43,39,100,100,0.65,5,5,1,0,5805,719,720
265,265,44,39,100,100,0.65,5,1,1,0,6266,232,233
266,267,44,38,100,100,0.65,5,3,2,0,5986,537,539
267,266,44,43,100,100,0.65,5,2,5,0,6086,398,403
268,268,44,42,100,100,0.65,5,4,7,0,5837,639,646
269,269,44,43,100,100,0.65,5,5,1,0,5775,741,742
270,270,45,41,100,100,0.65,5,0,7,0,6414,55,62
271,271,45,39,100,100,0.65,5,1,2,0,6332,180,182
272,272,45,39,100,100,0.65,5,2,2,0,6095,385,387
273,273,45,38,100,100,0.65,5,3,9,0,5940,551,560
274,274,45,42,100,100,0.65,5,4,3,0,5853,630,633
275,275,45,41,100,100,0.65,5,5,2,0,5790,748,750
276,276,46,40,100,100,0.65,5,0,4,0,6353,50,54
277,279,46,42,100,100,0.65,5,3,0,0,5937,533,533
278,277,46,40,100,100,0.65,5,1,6,0,6268,195,201
279,278,46,39,100,100,0.65,5,2,4,0,6113,358,362
280,281,46,40,100,100,0.65,5,5,1,0,5801,755,756
281,282,47,36,100,100,0.65,5,0,3,0,6455,44,47
282,283,47,39,100,100,0.65,5,1,10,0,6360,198,208
283,280,46,40,100,100,0.65,5,4,10,0,5889,640,650
284,284,47,40,100,100,0.65,5,2,19,0,6012,402,421
285,285,47,39,100,100,0.65,5,3,4,0,5919,532,536
286,286,47,42,100,100,0.65,5,4,18,0,5903,603,621
287,288,48,40,100,100,0.65,5,0,5,0,6500,50,55
288,287,47,41,100,100,0.65,5,5,4,0,5769,749,753
289,289,48,39,100,100,0.65,5,1,12,0,6230,200,212
290,290,48,39,100,100,0.65,5,2,9,0,6184,371,380
291,291,48,41,100,100,0.65,5,3,5,0,5952,537,542
292,293,48,41,100,100,0.65,5,5,6,0,5688,761,767
293,292,48,40,100,100,0.65,5,4,1,0,6015,681,682
294,295,49,39,100,100,0.65,5,1,6,0,6258,189,195
295,297,49,37,100,100,0.65,5,3,11,0,6007,502,513
296,294,49,40,100,100,0.65,5,0,17,0,6400,49,66
297,296,49,40,100,100,0.65,5,2,8,0,6095,381,389
298,298,49,40,100,100,0.65,5,4,8,0,5909,614,622
299,299,49,41,100,100,0.65,5,5,2,0,5732,750,752
300,300,50,39,100,100,0.65,5,0,5,0,6499,41,46
